DocID,ParaID,Subject,Relation,Object
56_1,1,Best Buy,cuts guidance,tariffs
56_1,1,Costco,reports earnings,tariffs
56_1,1,Walmart,faces price hikes,tariffs
56_1,1,Goldman Sachs,analyzes,tariffs
56_1,1,Tesla,rises on news,Elon Musk
56_1,1,Elon Musk,leaves role,government
56_1,1,Salesforce,raises guidance,earnings
56_1,1,HP Inc,cuts outlook,tariffs
57_1,1,China,accuses,US
57_1,1,US,imposes tariffs,China
57_1,1,Trump,plans to speak with,Xi Jinping
57_1,1,Chinese Ministry of Commerce,vows to protect,China's interests
57_1,1,EU,prepares countermeasures,US
57_1,1,Salzgitter,warns about,US tariffs
57_1,1,Gap,shifts supply chain,away from China
57_1,1,Tesla,manufactures,cars in US
57_1,1,Elon Musk,collaborates with,Trump
57_1,1,US Court of International Trade,blocks,Trump tariffs
57_1,1,Supreme Court,may rule on,Trump tariffs
57_1,1,National Economic Council,focuses on,China trade
57_1,1,Commerce Secretary Howard Lutnick,downplays,tariff impact
57_1,1,Treasury Secretary Scott Bessent,hopes for,US-China resolution
57_1,1,EU Commission President Ursula von der Leyen,negotiates with,US
57_1,1,Prime Minister Mark Carney,aims to reduce,tariff harm
57_1,1,Gap CEO Richard Dickson,navigates,tariff complexities
57_1,1,e.l.f. Beauty CEO Tarang Amin,commits to,Chinese suppliers
57_1,1,Salzgitter CEO Gunnar Groebler,criticizes,US tariff policy
